"glottocode","name","isocodes","level","glottolog.macroarea","latitude","longitude","autotyp.continent","autotyp.area","comment","level1","level2","level3","level4","level5","level6","level7","level8","level9","level10","level11","level12","level13","level14","level15","level16","level17","level18","level19","level20","level21","level22","level23","level24","level25","level26","level27"
"yora1241","Yora","mts","language","South America",-11.3704,-72.0409,"S America","NE South America",NA,"pano1259","pano1256","main1279","pano1257","head1239","yami1255","yora1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yorn1234","Yorno So",NA,"dialect","Africa",14.41,-3.1,"Africa","African Savannah",NA,"dogo1299","esca1235","toro1252","yorn1234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yort1237","Yorta Yorta","xyy","language","Australia",-35.9,145.01,"Australia","S Australia",NA,"pama1250","sout3135","vict1234","east2706","yort1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yoso1239","Yosondúa Mixtec","mpm","language","North America",16.874,-97.579,"C America","Mesoamerica",NA,"otom1299","east2557","amuz1253","mixt1422","mixt1423","mixt1427","west2824","sout3402","chal1278","yoso1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"youn1235","Younuo Bunu","buh","language","Eurasia",25.7638,110.474,"S/SE Asia","Southeast Asia",NA,"hmon1336","hmon1337","pahe1239","youn1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yuag1237","Yuaga","nua","language","Papunesia",-20.5664,164.51,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","sout3173","newc1243","main1286","nort3325","extr1244","kumn1236","kumn1237","yuag1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yuca1254","Yucatec Maya","yua","language","North America",18.7757,-88.9567,"C America","Mesoamerica",NA,"maya1287","core1254","yuca1252","yuca1253","yuca1254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yuch1247","Yuchi","yuc","language","North America",35.75,-86.75,"E N America","E North America",NA,"yuch1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yucu1253","Yucuna","ycn","language","South America",-0.76075,-71.0033,"S America","NE South America",NA,"araw1281","japu1236","nucl1764","yucu1252","yucu1253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yuet1238","Meixian",NA,"dialect","Eurasia",24.3522958,115.8903375,"S/SE Asia","Southeast Asia",NA,"sino1245","sini1245","clas1255","midd1354","hakk1236","yuet1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yuga1244","Yugambal","yub","language","Australia",-27.803,153.082,"Australia","S Australia",NA,"pama1250","east2770","yuga1242","yuga1243","yuga1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yugh1239","Yugh","yug","language","Eurasia",60.8778,89.7479,"N-C Asia","Inner Asia",NA,"yeni1252","nort2746","yugh1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yugu1249","Yugumbir",NA,"dialect","Australia",-28.03,153.29,"Australia","S Australia",NA,"pama1250","sout3135","news1235","band1357","band1339","coas1320","twee1234","yugu1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yuhu1238","Yuhup","yab","language","South America",0.2485,-69.8079,"S America","NE South America",NA,"nada1235","east2549","hupy1235","yuhu1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yuki1243","Northern Yukian","yuk","language","North America",39.8389,-123.296,"W N America","California",NA,"yuki1242","yuki1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yukp1241","Yukpa","yup","language","South America",9.67534,-73.0557,"S America","NE South America",NA,"cari1283","yukp1242","yukp1243","yukp1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yuku1243","Yukuben","ybl","language","Africa",6.9183,9.9777,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","benu1248","yuku1244","yuku1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yulp1238","Yulparitja",NA,"dialect","Australia",-23.35,123.67,"Australia","S Australia",NA,"pama1250","dese1234","wati1241","mart1257","warn1245","mart1256","yulp1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yulp1239","Yulparija",NA,"language","Australia",-18.923519,122.370316,"Australia","S Australia",NA,"pama1250","dese1234","wati1241","mart1257","yulp1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yulu1243","Yulu-Binga","yul","language","Africa",8.04124,23.6166,"Africa","African Savannah",NA,"cent2225","sara1341","sbbo1237","yulu1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yunl1238","Yunlong",NA,"dialect","Eurasia",25.9223745,99.0352884,"S/SE Asia","Southeast Asia",NA,"sino1245","macr1275","baic1239","sout3254","cent2004","yunl1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yuqu1240","Yuqui","yuq","language","South America",-16.7875,-64.9438,"S America","NE South America",NA,"tupi1275","east2909","mawe1252","awet1245","tupi1276","sout3271","tupi1278","wara1305","siri1279","yuqu1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yura1255","Yuracaré","yuz","language","South America",-16.7479,-65.1224,"S America","NE South America",NA,"yura1255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yuro1248","Yurok","yur","language","North America",41.3262,-123.824,"W N America","California",NA,"algi1248","yuro1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yuru1243","Yurumanguí",NA,"language","South America",3.436864,-76.522636,"S America","Andean",NA,"yuru1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yuru1263","Yurutí","yui","language","South America",0.735585,-69.6955,"S America","NE South America",NA,"tuca1253","east2698","east2702","east2708","pisa1246","tuyu1245","yuru1263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yuwa1242","Yuwaalaraay",NA,"dialect","Australia",-29.758184,147.923684,"Australia","S Australia",NA,"pama1250","sout3135","wira1261","gami1243","yuwa1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yuwa1243","Yuwaalayaay",NA,"dialect","Australia",-29.9,149.54,"Australia","S Australia",NA,"pama1250","sout3135","wira1261","gami1243","yuwa1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yuwa1244","Hoti","yau","language","South America",5.63879,-65.4267,"S America","NE South America",NA,"yuwa1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zaba1237","Zabana","kji","language","Papunesia",-7.74311,158.753,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","west2818","meso1253","newi1242","stge1234","nort3225","west2523","zaba1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zaca1242","Zacatepec Chatino","ctz","language","North America",16.08,-97.3069,"C America","Mesoamerica",NA,"otom1299","east2557","popo1292","zapo1436","chat1268","core1263","coas1314","east2736","zaca1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zagh1240","Beria","zag","language","Africa",17.4842,23.4626,"Africa","N Africa",NA,"saha1256","east2432","zagh1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zaiw1241","Zaiwa","atb","language","Eurasia",24.1726,98.3643,"S/SE Asia","Southeast Asia",NA,"sino1245","burm1265","lolo1265","burm1266","nort2720","maru1254","zaiw1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zand1248","Zande","zne","language","Africa",4.62047,26.7157,"Africa","S Africa",NA,"atla1278","volt1241","nort3149","came1255","uban1244","zand1246","zand1247","zand1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zapa1253","Záparo","zro","language","South America",-1.99871,-76.364,"S America","NE South America",NA,"zapa1251","zapa1252","zapa1253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zarm1239","Zarma","dje","language","Africa",12.8554,2.41173,"Africa","African Savannah",NA,"song1307","east2431","zarm1240","zarm1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zays1235","Zayse-Zergulla","zay","language","Africa",5.83747,37.3409,"Africa","Greater Abyssinia",NA,"gong1255","omet1238","east2423","zays1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zays1236","Zayse",NA,"dialect","Africa",5.84,37.34,"Africa","Greater Abyssinia",NA,"gong1255","omet1238","east2423","zays1235","zays1236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zayy1238","Zay","zwa","language","Africa",8.01148,38.8258,"Africa","Greater Abyssinia",NA,"afro1255","semi1276","west2786","ethi1244","sout3078","hara1270","zayy1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zaza1245","Zazao","jaj","language","Papunesia",-8.18719,159.255,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","west2818","meso1253","newi1242","stge1234","nort3225","sant1458","cent2063","zaza1247","zaza1245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zaza1246",NA,NA,NA,"Eurasia",38.89,39.52,"W and SW Eurasia","Greater Mesopotamia","Coordinate means of two daughter nodes used","indo1319","clas1257","indo1320","iran1269","cent2317","cent2318","nort3177","tati1243","zaza1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zbua1234","Zbu",NA,"language","Eurasia",32.1506,101.7048,"S/SE Asia","Southeast Asia",NA,"sino1245","burm1265","naqi1236","qian1263","rgya1241","core1262","jiar1240","zbua1234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zeeu1238","Zeeuws","zea","language","Eurasia",51.4981,3.85428,"W and SW Eurasia","Europe",NA,"indo1319","clas1257","germ1287","nort3152","west2793","macr1270","midd1347","mode1257","sout3292","zeeu1239","zeeu1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zeme1240","Zeme Naga","nzm","language","Eurasia",25.3499,93.6463,"S/SE Asia","Southeast Asia",NA,"sino1245","kuki1245","zeme1241","nucl1313","mzie1236","zeme1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zena1248","Zenaga","zen","language","Africa",16.82,-16.1711,"Africa","African Savannah",NA,"afro1255","berb1260","west2724","zena1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zenz1235","Zenzontepec Chatino","czn","language","North America",16.52799,-97.45546,"C America","Mesoamerica",NA,"otom1299","east2557","popo1292","zapo1436","chat1268","core1263","zenz1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zhab1238","Zhaba","zhb","language","Eurasia",30.7416,100.983,"S/SE Asia","Southeast Asia",NA,"sino1245","burm1265","naqi1236","qian1263","zhab1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
