"glottocode","name","isocodes","level","glottolog.macroarea","latitude","longitude","autotyp.continent","autotyp.area","comment","level1","level2","level3","level4","level5","level6","level7","level8","level9","level10","level11","level12","level13","level14","level15","level16","level17","level18","level19","level20","level21","level22","level23","level24","level25","level26","level27"
"avat1244","Avatime","avn","language","Africa",6.8688,0.41314,"Africa","African Savannah",NA,"atla1278","volt1241","kwav1236","kato1245","avat1243","avat1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"avau1237","Avau","avb","language","Papunesia",-6.24342,150.427,"NG and Oceania","N Coast New Guinea",NA,"aust1307","mala1545","east2712","ocea1241","west2818","nort3206","nger1241","viti1243","sout2874","araw1269","araw1283","east2763","avau1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aves1237","Avestan","ave","language","Eurasia",34.217,62.112,"W and SW Eurasia","Greater Mesopotamia",NA,"indo1319","clas1257","indo1320","iran1269","aves1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"avik1243","Avikam","avi","language","Africa",5.15838,-5.2529,"Africa","African Savannah",NA,"atla1278","volt1241","kwav1236","nyoa1234","avik1242","avik1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"avok1242","Avokaya","avu","language","Africa",4.38639,29.9379,"Africa","African Savannah",NA,"cent2225","moru1252","cent2043","avok1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"avok1244","Avok",NA,"language","Papunesia",-16.536653,167.773866,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","nort3195","cent2269","mala1539","east2753","cent2315","sout3239","port1295","avok1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"awab1243","Awabakal","awk","language","Australia",-33.12847,151.43555,"Australia","S Australia",NA,"pama1250","sout3135","news1235","yuin1243","kuri1270","hunt1235","awab1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"awad1243","Awadhi","awa","language","Eurasia",27.5907,82.4663,"S/SE Asia","Indic",NA,"indo1319","clas1257","indo1320","indo1321","midd1375","cont1248","midl1245","shau1239","east2726","awad1245","awad1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"awad1244","Awad Bing","bcu","language","Papunesia",-5.59896,146.355,"NG and Oceania","N Coast New Guinea",NA,"aust1307","mala1545","east2712","ocea1241","west2818","nort3206","nger1241","viti1243","belr1234","bell1262","astr1247","awad1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"awap1236","Awa (Papua New Guinea)","awb","language","Papunesia",-6.65534,145.714,"NG and Oceania","Interior New Guinea",NA,"nucl1709","kain1273","kain1274","gauw1235","awao1234","awap1236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"awar1248","Awara","awx","language","Papunesia",-6.16986,146.372,"NG and Oceania","N Coast New Guinea",NA,"nucl1709","fini1244","fini1245","want1251","want1253","awar1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"awer1241","Awera","awr","language","Papunesia",-2.71886,136.063,"NG and Oceania","N Coast New Guinea",NA,"lake1255","farw1236","awer1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"awet1244","Awetí","awe","language","South America",-12.381944,-53.391944,"S America","NE South America",NA,"tupi1275","east2909","mawe1252","awet1245","awet1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"awin1248","Awing","azo","language","Africa",5.88362,10.264,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","wide1239","narr1282","mbam1249","sout3350","ngem1254","awin1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"awiy1238","Awiyaana","auy","language","Papunesia",-6.54079,145.76,"NG and Oceania","Interior New Guinea",NA,"nucl1709","kain1273","kain1274","gauw1235","auya1234","awiy1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"awng1244","Awngi","awn","language","Africa",10.9819,36.6916,"Africa","Greater Abyssinia",NA,"afro1255","cush1243","cent2193","awng1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"awtu1239","Awtuw","kmn","language","Papunesia",-3.53129,141.928,"NG and Oceania","N Coast New Guinea",NA,"sepi1257","ramm1241","awtu1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"awyi1241","Awyi","auw","language","Papunesia",-3.00564,140.604,"NG and Oceania","N Coast New Guinea",NA,"bord1247","taik1254","awyi1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"axam1237","Axamb","ahb","language","Papunesia",-16.4838,167.707,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","nort3195","cent2269","mala1539","east2753","cent2315","sout3239","port1295","axam1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"axiy1235","Axi Yi","yix","language","Eurasia",24.6009,103.713,"S/SE Asia","Southeast Asia",NA,"sino1245","burm1265","lolo1265","lolo1267","nili1235","sout3212","sani1266","sani1267","sani1275","axiy1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ayab1239","Yintyinka-Ayabadhu","ayd","language","Australia",-14.6652,142.893,"Australia","N Australia",NA,"pama1250","pama1251","comp1236","nort3256","umbi1242","ayab1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ayac1239","Ayacucho Quechua","quy","language","South America",-13.84714,-74.32246,"S America","Andean",NA,"quec1387","quec1389","ayac1238","ayac1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ayer1245","Ayere","aye","language","Africa",7.52206,6.01979,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","defo1239","ayer1244","ayer1245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ayer1246","Ayerrerenge","axe","dialect","Australia",-23.699,133.88,"Australia","S Australia",NA,"pama1250","aran1266","aran1267","sout3384","aran1263","cent2403","ande1247","ayer1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ayiw1239","Äiwoo","nfl","language","Papunesia",-10.282595,166.328715,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","temo1244","reef1242","ayiw1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ayom1234","Ayomán",NA,"dialect","South America",10.57,-69.7,"S America","NE South America",NA,"jira1235","ayom1234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ayor1240","Ayoreo","ayo","language","South America",-19.220055,-60.217495,"S America","SE South America",NA,"zamu1243","zamu1244","ayor1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ayut1236","Ayutla Mixtec","miy","language","North America",16.96667,-99.0967,"C America","Mesoamerica",NA,"otom1299","east2557","amuz1253","mixt1422","mixt1423","mixt1427","guer1245","nucl1835","sout3401","ayut1236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"azer1255",NA,NA,NA,"Eurasia",40.98,46.47,"W and SW Eurasia","Greater Mesopotamia","Coordinates for Northern Azerbaijani used","turk1311","comm1245","oghu1243","nucl1769","azer1255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"azha1235","Azha","aza","language","Eurasia",23.9,104.15,"S/SE Asia","Southeast Asia",NA,"sino1245","burm1265","lolo1265","lolo1267","nili1235","sout3212","sani1266","azha1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"azhe1235","Azhe","yiz","language","Eurasia",24.405,103.441,"S/SE Asia","Southeast Asia",NA,"sino1245","burm1265","lolo1265","lolo1267","nili1235","sout3212","sani1266","sani1267","sani1275","azhe1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baan1242","Baangi","bqx","language","Africa",10.8083,5.7261,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","kain1275","cent2242","kamb1317","kamb1319","east2739","baan1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baat1238","Baatonum","bba","language","Africa",9.63186,2.99607,"Africa","African Savannah",NA,"atla1278","volt1241","nort3149","gura1261","cent2243","sout3164","baat1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baba1264","Baba","bbw","language","Africa",6.11222,10.5216,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","wide1239","narr1282","mbam1249","sout3350","mbam1253","baba1264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baba1266","Babanki","bbk","language","Africa",5.97863,10.2869,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","wide1239","narr1282","ring1243","cent2385","cent2275","baba1266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baba1268","Babatana","baa","language","Papunesia",-7.22281,157.149,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","west2818","meso1253","newi1242","stge1234","nort3225","choi1242","east2760","sout3208","baba1268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"babi1235","Witsuwit'en-Babine","bcr","language","North America",55.0997,-126.41,"W N America","Alaska-Oregon",NA,"atha1245","atha1246","atha1247","cent2370","carr1250","babi1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baca1246","Bacama","bcy","language","Africa",9.53072,12.0416,"Africa","African Savannah",NA,"afro1255","chad1250","bium1280","sout3145","bium1271","bata1320","baca1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bada1257","Badaga","bfq","language","Eurasia",11.3094,76.5974,"S/SE Asia","Indic",NA,"drav1251","sout3133","sout3138","tami1291","bada1263","bada1257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bade1248","Bade","bde","language","Africa",12.789,10.6557,"Africa","African Savannah",NA,"afro1255","chad1250","west2785","west2790","west2710","ngiz1243","shir1274","bade1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"badi1246","Badimaya","bia","language","Australia",-29.0647,117.246,"Australia","S Australia",NA,"pama1250","sout3134","kart1249","kart1250","badi1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"badi1247","Ngkontar Baedi","khd","language","Papunesia",-8.85301,140.753,"NG and Oceania","S New Guinea",NA,"more1255","kanu1280","ngkr1234","ngka1236","badi1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"badj1244","Badjirri","jbi","language","Australia",-28.79,145.47,"Australia","S Australia",NA,"pama1250","karn1253","badj1246","badj1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bady1239","Jaad-Badyara","pbp","language","Africa",12.6425,-13.4759,"Africa","African Savannah",NA,"atla1278","nort3146","jaad1234","bady1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baeg1237","Baeggu","bvd","language","Papunesia",-8.49014,160.771,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","sout2853","mala1485","mala1540","mala1542","nort2833","nort3284","baeg1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bael1237","Baelelea","bvc","language","Papunesia",-8.41627,160.721,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","sout2853","mala1485","mala1540","mala1542","nort2833","nort3284","bael1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baet1237","Baetora","btr","language","Papunesia",-15.2574,168.159,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","nort3195","nort3205","maew1234","baet1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bafa1247","Bafaw-Balong","bwt","language","Africa",4.53307,9.522,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","bant1295","lund1274","leko1248","ngoe1239","bafa1251","bafa1252","bafa1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bafa1249","Bafanji","bfj","language","Africa",5.84612,10.4518,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","wide1239","narr1282","mbam1249","sout3350","mbam1253","bafa1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bafi1243","Bafia","ksf","language","Africa",4.72603,11.0982,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","bant1295","bafi1244","nucl1740","lefa1243","bafi1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bafu1246","Bafut","bfd","language","Africa",6.14153,10.1194,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","wide1239","narr1282","mbam1249","sout3350","ngem1254","mank1258","bafu1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baga1272","Baga Sitemu","bsp","language","Africa",10.4793,-14.4756,"Africa","African Savannah",NA,"atla1278","mela1257","temn1245","baga1272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baga1273","Baga Koga","bgo","language","Africa",10.1286,-13.947,"Africa","African Savannah",NA,"atla1278","mela1257","temn1245","baga1273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bagi1246","Bagirmi","bmi","language","Africa",11.52392,14.769495,"Africa","African Savannah",NA,"cent2225","sara1341","sbbo1237","nucl1719","sara1349","bagi1248","bagi1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bagr1243","Bagri","bgq","language","Eurasia",31.4,75.06,"S/SE Asia","Indic",NA,"indo1319","clas1257","indo1320","indo1321","midd1375","cont1248","midl1245","apab1234","guja1255","raja1256","bagr1245","bagr1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bagu1252","Bagupi","bpi","language","Papunesia",-5.07778,145.632,"NG and Oceania","N Coast New Guinea",NA,"nucl1709","mada1298","croi1234","mabu1247","hans1243","silo1242","bagu1252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bagv1239","Bagvalal","kva","language","Eurasia",42.3966,46.1041,"W and SW Eurasia","Greater Mesopotamia",NA,"nakh1245","dagh1238","avar1255","andi1254","bagv1240","bagv1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baha1258","Baham","bdw","language","Papunesia",-3.10628,132.637,"NG and Oceania","N Coast New Guinea",NA,"west2604","nucl1641","baha1258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baha1259","Baharna Arabic","abv","language","Eurasia",26.223615,50.580811,"W and SW Eurasia","Greater Mesopotamia",NA,"afro1255","semi1276","west2786","cent2236","arab1394","arab1395","arab1393","nort3402","baha1259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bahi1252","Bahing","bhj","language","Eurasia",27.3323,86.3949,"S/SE Asia","Indic",NA,"sino1245","hima1249","maha1306","kira1253","west2424","nort2730","bahi1252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bahi1254","Bahinemo","bjh","language","Papunesia",-4.55527,142.832,"NG and Oceania","N Coast New Guinea",NA,"sepi1257","sepi1258","cent2234","bahi1255","bahi1254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bahn1262","Bahnar","bdq","language","Eurasia",14.0476,108.471,"S/SE Asia","Southeast Asia",NA,"aust1305","bahn1264","west2399","tamp1256","bahn1262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baim1244","Baima","bqh","language","Eurasia",33.1001,103.952,"S/SE Asia","Southeast Asia",NA,"sino1245","bodi1256","bodi1257","oldm1245","tibe1276","late1253","east2771","baim1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baim1245","Baimak","bmx","language","Papunesia",-5.18943,145.606,"NG and Oceania","N Coast New Guinea",NA,"nucl1709","mada1298","croi1234","mabu1247","hans1243","garu1247","baim1245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bain1259","Bainounk-Gujaher","bab","language","Africa",12.3128,-16.0586,"Africa","African Savannah",NA,"atla1278","nort3146","wolo1248","east2703","bain1264","bain1259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bais1246","Baiso","bsw","language","Africa",6.44892,37.7681,"Africa","Greater Abyssinia",NA,"afro1255","cush1243","east2699","lowl1267","sout3055","main1283","omot1245","east2653","bais1247","bais1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baka1272","Baka (Cameroon)","bkc","language","Africa",2.16013,13.7804,"Africa","S Africa",NA,"atla1278","volt1241","nort3149","came1255","uban1244","ngba1292","west2836","baka1271","baka1278","baka1272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baka1273","Bakaka","bqz","language","Africa",4.79991,9.80402,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","bant1295","lund1274","leko1248","ngoe1239","mane1268","cent2284","baka1273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baka1274","Baka (South Sudan)","bdh","language","Africa",4.65943,29.59,"Africa","African Savannah",NA,"cent2225","sara1341","moro1282","baka1274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baka1277","Bakairí","bkq","language","South America",-14.2628,-54.7034,"S America","NE South America",NA,"cari1283","peko1235","baka1277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bakh1245","Bakhtiari","bqi","language","Eurasia",32.0163,49.7713,"W and SW Eurasia","Greater Mesopotamia",NA,"indo1319","clas1257","indo1320","iran1269","sout3157","midd1352","mode1259","luri1257","luri1252","bakh1252","bakh1245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baki1244","Baki","bki","language","Papunesia",-16.7096,168.165,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","nort3195","cent2269","epie1239","epii1237","baki1243","baki1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bako1249","Bakoko","bkh","language","Africa",3.56518,9.99905,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","bant1295","basa1292","basa1283","basa1289","bako1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bako1250","Bakole","kme","language","Africa",4.43654,8.97387,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","bant1295","sawa1251","dual1244","kole1239","bako1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bakw1243","Bakwé","bjw","language","Africa",5.23123,-6.51077,"Africa","African Savannah",NA,"krua1234","east2415","bakw1242","bakw1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bala1300",NA,NA,NA,"Africa",12.25,-15.33,"Africa","African Savannah","Coordinates from WALS for this node used","atla1278","nort3146","cent2230","bakk1238","bala1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bala1301","Balanta-Kentohe","ble","language","Africa",11.8203,-15.3221,"Africa","African Savannah",NA,"atla1278","nort3146","cent2230","bakk1238","bala1300","bala1301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bala1302","Balanta-Ganja","bjt","language","Africa",12.5382,-15.6658,"Africa","African Savannah",NA,"atla1278","nort3146","cent2230","bakk1238","bala1300","bala1302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bala1310","Balangao","blw","language","Papunesia",17.0994,121.272,"S/SE Asia","Oceania",NA,"aust1307","mala1545","nort3238","meso1254","sout3211","cent2296","nucl1754","bala1310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bala1311","Balangingi","sse","language","Papunesia",6.011614,121.686646,"S/SE Asia","Oceania",NA,"aust1307","mala1545","basa1291","grea1283","sama1302","sulu1242","inne1244","bala1311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bala1315","Balantak","blz","language","Papunesia",-0.86809,123.289,"NG and Oceania","Oceania",NA,"aust1307","mala1545","cele1242","grea1299","east2488","salu1251","east2491","bala1315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bali1278","Balinese","ban","language","Papunesia",-8.35714,115.075,"S/SE Asia","Southeast Asia",NA,"aust1307","mala1545","bali1277","bali1278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bali1280",NA,NA,NA,"Papunesia",-4.9,149.12,"NG and Oceania","N Coast New Guinea","Coordinates from WALS for this node used","aust1307","mala1545","east2712","ocea1241","west2818","meso1253","bali1280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balk1252","Balkan Romani","rmn","language","Eurasia",42.67,21.17,"W and SW Eurasia","Europe",NA,"indo1319","clas1257","indo1320","indo1321","midd1375","cont1248","midl1245","shau1239","indo1322","roma1329","balk1252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balt1257","Baltic Romani","rml","language","Eurasia",60,38,"N-C Asia","Inner Asia",NA,"indo1319","clas1257","indo1320","indo1321","midd1375","cont1248","midl1245","shau1239","indo1322","roma1329","balt1257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balt1258","Balti","bft","language","Eurasia",34.4491,77.2859,"S/SE Asia","Indic",NA,"sino1245","bodi1256","bodi1257","oldm1245","lada1242","sham1282","balt1258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bamb1262","Bambassi","myf","language","Africa",9.82554,34.6522,"Africa","Greater Abyssinia",NA,"maoo1243","bamb1262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bamb1265","Bambalang","bmo","language","Africa",5.861,10.544,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","wide1239","narr1282","mbam1249","sout3350","mbam1253","bamb1265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bamb1266","Bambili-Bambui","baw","language","Africa",6.10821,10.2233,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","wide1239","narr1282","mbam1249","sout3350","ngem1254","mank1258","bamb1266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bamb1269","Bambara","bam","language","Africa",12.9,-7.65,"Africa","African Savannah",NA,"mand1469","west2780","mand1431","cent2047","mand1432","mand1433","mand1434","mand1435","east2425","bamb1269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bamb1270","Bambam","ptu","language","Papunesia",-3.02759,119.201,"NG and Oceania","Oceania",NA,"aust1307","mala1545","sout2923","nort2894","pitu1237","mata1312","bamb1270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bame1260","Bamenyam","bce","language","Africa",5.77049,10.3302,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","wide1239","narr1282","mbam1249","sout3350","mbam1253","nunm1234","bame1260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bamu1253","Bamun","bax","language","Africa",5.49017,10.8477,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","wide1239","narr1282","mbam1249","sout3350","mbam1253","bamu1253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
