"","glottocode","rec_c_PHOIBLE_BAF_uvularTrills_presence","o_PHOIBLE_BAF_aspirated_presence","rec_cc_PHOIBLE_BAF_aspiratedFricatives_presence","rec_dma+WALS_18A+PHOIBLE_BAF_bilabials_presence_1","o_PHOIBLE_BAF_breathyConsonants_presence","o_PHOIBLE_BAF_affricates_presence","o_PHOIBLE_BAF_alveolarApproximant_presence","o_PHOIBLE_BAF_breathyVowels_presence","o_PHOIBLE_BAF_coronalTrills_presence","o_PHOIBLE_BAF_creakyConsonants_presence","o_PHOIBLE_BAF_creakyVowels_presence","rec_dmca+WALS_8A+PHOIBLE_BAF_dentalAlveolarVoicedLateralApproximant_presence_2","rec_dma+WALS_18A+PHOIBLE_BAF_fricatives_presence_2","rec_ma+PHOIBLE_BAF_frontRoundVowels_presence+WALS_11A","o_PHOIBLE_BAF_glides_presence","rec_dmca+WALS_7A+PHOIBLE_BAF_glottalizedResonants_presence_4","rec_dmca+WALS_19A+PHOIBLE_BAF_interdentals_presence_4","o_PHOIBLE_BAF_labializedConsonants_presence","rec_dma+WALS_19A+PHOIBLE_BAF_labialVelars_presence_2","rec_dmca+WALS_8A+PHOIBLE_BAF_lateralObstruents_presence_3","rec_dma+WALS_8A+PHOIBLE_BAF_laterals_presence_1","o_PHOIBLE_BAF_liquids_presence","o_PHOIBLE_BAF_longConsonants_presence","o_PHOIBLE_BAF_longVowels_presence","rec_dma+WALS_7A+PHOIBLE_BAF_glottalizedResonants_presence+PHOIBLE_BAF_loweredLarynxImplosives_presence+PHOIBLE_BAF_raisedLarynxEjectives_presence_1","rec_dmca+WALS_7A+PHOIBLE_BAF_loweredLarynxImplosives_presence_3","o_PHOIBLE_BAF_labiodentals_presence","rec_m+WALS_10A+PHOIBLE_BAF_nasalizedVowels_presence","rec_dma+WALS_18A+PHOIBLE_BAF_nasals_presence_3","o_PHOIBLE_BAF_palatalAndPalatalizedObstruents_presence","o_PHOIBLE_BAF_palatalAndPalatalizedSonorants_presence","rec_cc_PHOIBLE_BAF_palatalLaterals_presence","rec_dmca+WALS_19A+PHOIBLE_BAF_pharyngealsEpiglottals_presence_3","rec_dmca+WALS_7A+PHOIBLE_BAF_raisedLarynxEjectives_presence_2","o_PHOIBLE_BAF_retroflexConsonants_presence","rec_c_PHOIBLE_BAF_stridents_presence","o_PHOIBLE_BAF_taps_presence","rec_dma+WALS_13A+PHOIBLE_BAF_tone_presence_1","rec_ma+PHOIBLE_BAF_uvulars_presence+WALS_6A","rec_dmca+WALS_9A+PHOIBLE_BAF_velarNasals_presence_1","rec_da_WALS_14A_1","rec_da_WALS_17A_1","o_WALS_12A","rec_dc_WALS_13A_2","rec_ma+WALS_14A+WALS_15A","o_WALS_1A","o_WALS_2A","rec_da_WALS_4A_1","rec_dca_WALS_4A_2","rec_dma+WALS_19A+PHOIBLE_BAF_clicks_presence_1","rec_dae_WALS_5A_1","rec_dae_WALS_5A_2"
"1989","maka1311",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","?","?",NA,"right-leaning","?","?","?","?","FALSE","?","?"
"1994","mako1251",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"1997","mala1464",NA,"TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","?",NA,"left-leaning","?","?","?","?","FALSE","?","?"
"2000","mala1481",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"2006","mala1522",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"2017","mall1246",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"2019","malo1243",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"2020","malt1254",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE",NA,"TRUE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","?",NA,"right-leaning","?","?","?","?","FALSE","?","?"
"2023","mama1271","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE",NA,"FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"2026","mama1278",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"2027","mamb1294",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"2029","mamp1244",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"2031","mana1288",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,"TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"2033","manc1252",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","Moderately small","Average (5-6)","TRUE","FALSE","FALSE","FALSE","FALSE"
"2034","mand1415",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","FALSE",NA,"FALSE",NA,"TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","?","Moderately complex","complex","not predictable","Average","Average (5-6)","FALSE","TRUE","FALSE","?","?"
"2036","mand1436",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"2042","mang1381",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",NA,NA,"FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE",NA,NA,"TRUE",NA,"FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","Complex",NA,"right-leaning","Moderately small","Average (5-6)","FALSE",NA,"FALSE","?","?"
"2051","mani1292",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"FALSE","FALSE","TRUE","TRUE","FALSE",NA,"FALSE",NA,"TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","Moderately complex","simple","?","Average","Average (5-6)","TRUE","FALSE","FALSE","FALSE","FALSE"
"2053","mann1248",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"2056","many1261",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,"TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"2057","maon1238",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","FALSE",NA,"FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"2059","maor1246",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","?","Simple",NA,"unbounded","Small","Average (5-6)","FALSE","FALSE","FALSE","?","?"
"2062","mapu1245",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE",NA,"TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","Moderately complex",NA,"left-leaning","Average","Average (5-6)","FALSE","FALSE","FALSE","?","?"
"2065","mara1386",NA,"FALSE",NA,"TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",NA,NA,"FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE",NA,NA,"FALSE",NA,"FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","Complex",NA,"left-leaning","Small","Average (5-6)","FALSE",NA,"FALSE","?","?"
"2068","marg1251",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",NA,NA,"FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","TRUE",NA,NA,"TRUE",NA,"TRUE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?",NA,"FALSE","?","?"
"2070","marg1265",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","?","?","?","simple","?","Moderately large","Small (2-4)","TRUE","TRUE","FALSE","FALSE","FALSE"
"2075","mari1419",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"2076","mari1424",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"2084","mart1254",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"2085","mart1255",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",NA,NA,"FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","TRUE",NA,NA,"TRUE",NA,"FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","Moderately complex",NA,"left-leaning","Average","Small (2-4)","FALSE",NA,"FALSE","?","?"
"2087","marw1260",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"2088","masa1299",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"2092","matb1237",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"2097","mato1253",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE",NA,"FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"2100","matu1259",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"2102","maun1240",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","Complex",NA,"right-leaning","Moderately small","Average (5-6)","FALSE","FALSE","FALSE","?","?"
"2106","mawa1270",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"2108","maxa1247",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","FALSE",NA,"FALSE","FALSE","FALSE",NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,"FALSE","TRUE","TRUE","TRUE","TRUE",NA,"FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","Moderately complex",NA,"?","Small","Average (5-6)","FALSE","FALSE","FALSE","?","?"
"2117","mayo1261",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"2120","maza1291","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"2122","mbab1239",NA,"FALSE",NA,"TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",NA,NA,"FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE",NA,NA,"TRUE",NA,"FALSE","FALSE","FALSE","TRUE","TRUE","?","Moderately complex",NA,"left-leaning","Average","Small (2-4)","FALSE",NA,"FALSE","?","?"
"2123","mbal1255",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"2125","mbar1253",NA,"FALSE",NA,"TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"2126","mbar1254",NA,"FALSE",NA,"TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"2128","mbay1241",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"2129","mbee1249",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"2132","mbiy1238",NA,"FALSE",NA,"TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE",NA,"TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"2133","mboc1235",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"2138","mbuk1243",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"2140","mbuu1238",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE",NA,"FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"2145","mehi1240",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"2146","mehr1241",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE",NA,"TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
