"","ID","Name","Macroarea","Latitude","Longitude","Glottocode","ISO639P3code","Family","Subfamily","Genus","GenusIcon","ISO_codes","Samples_100","Samples_200","Country_ID","Source","Parent_ID"
"2303","tml","Tamil","Eurasia",11,78.5,"tami1289","tam","Dravidian","","Dravidian","","tam","false","false","IN LK","Abbi-1992 Annamalai-2000 Annamalai-and-Steever-1998 Asher-1982 Asher-1985 Beythan-1943 Brown-and-Levinson-1987 Burrow-and-Emeneau-1984 Dahl-1985 Emeneau-1980 Gil-1994b Herring-1994 Lehmann-1993 Steever-2001","genus-dravidian"
"2304","tmm","Tamabo","Papunesia",-15.6666666667,167.166666667,"malo1243","mla","Austronesian","Eastern Malayo-Polynesian","Oceanic","","mla","false","false","VU","Jauncey-2002","genus-oceanic"
"2305","tmn","Temein","Africa",11.9166666667,29.4166666667,"nucl1339","teq","Eastern Sudanic","","Temein","","teq","false","false","SD","Tucker-and-Bryan-1966","genus-temein"
"2306","tmo","Tibetan (Modern Literary)","Eurasia",29.8333333333,91.5,"tibe1272","bod","Sino-Tibetan","Tibeto-Burman","Bodic","","bod","false","false","CN","Goldstein-1991","genus-bodic"
"2307","tmp","Tampulma","Africa",10.4166666667,-0.583333333333,"tamp1252","tpm","Niger-Congo","Gur","Grusi","","tpm","false","false","GH","Bergman-et-al-1969","genus-grusi"
"2308","tmr","Temiar","Eurasia",5,101.5,"temi1246","tea","Austro-Asiatic","Mon-Khmer","Aslian","","tea","false","false","MY","Benjamin-1976 Carey-1961 Nichols-1992","genus-aslian"
"2309","tms","Tommo So","Africa",15,-3,"tomm1242","dto","Dogon","","Dogon","","dto","false","false","ML","Plungian-1995","genus-dogon"
"2310","tmu","Tat (Muslim)","Eurasia",41.25,48.75,"musl1236","ttt","Indo-European","","Iranian","","ttt","false","false","AZ","Grjunberg-1963 Grjunberg-1966","genus-iranian"
"2311","tna","Turkana","Africa",3,35.5,"turk1308","tuv","Eastern Sudanic","Nilotic","Eastern Nilotic","","tuv","false","false","KE UG","Best-1983 Dimmendaal-1982 Dimmendaal-1983a Dimmendaal-1983b","genus-easternnilotic"
"2312","tnb","Tunebo","South America",6.75,-72.25,"cent2150","tuf","Chibchan","","Tunebo","","tuf","false","false","CO","Headland-1997 Huber-and-Reed-1992 Rocherau-1926","genus-tunebo"
"2313","tnc","Tanacross","North America",63.5,-143.5,"tana1290","tcb","Na-Dene","","Athapaskan","","tcb","false","false","US","Holton-2000","genus-athapaskan"
"2314","tnd","Tindi","Eurasia",42.3666666667,46.25,"tind1238","tin","Nakh-Daghestanian","Daghestanian","Avar-Andic-Tsezic","","tin","false","false","RU","Gudava-1964","genus-avarandictsezic"
"2315","tne","Temne","Africa",8.66666666667,-13.0833333333,"timn1235","tem","Niger-Congo","Mel","Northern Mel","","tem","false","false","SL","Bybee-et-al-1994 Dalby-1966 Scott-1956 Sumner-1922 Wilson-1961a Yillah-1992","genus-northernmel"
"2316","tng","Tongan","Papunesia",-21.1666666667,-175.166666667,"tong1325","ton","Austronesian","Eastern Malayo-Polynesian","Oceanic","","ton","false","false","TO","Broschart-1994 Churchward-1953 Feldman-1978 Lynch-1998 Tchekhoff-1981","genus-oceanic"
"2317","tni","Tinani","Eurasia",32.3333333333,77.1666666667,"tina1246","lbf","Sino-Tibetan","Tibeto-Burman","Bodic","","lbf","false","false","IN","Sharma-1989b","genus-bodic"
"2318","tnj","Tanaina","North America",62,-150,"tana1289","tfn","Na-Dene","","Athapaskan","","tfn","false","false","US","Tenenbaum-1975","genus-athapaskan"
"2319","tnk","Tungak","Papunesia",-2.55,150.25,"tung1290","lcm","Austronesian","Eastern Malayo-Polynesian","Oceanic","","lcm","false","false","PG","Fast-1990","genus-oceanic"
"2320","tnl","Tanana (Lower)","North America",65,-150,"lowe1425","taa","Na-Dene","","Athapaskan","","taa","false","false","US","Krauss-1974","genus-athapaskan"
"2321","tnn","Tunen","Africa",4.75,10.6666666667,"tune1261","tvu","Niger-Congo","Benue-Congo","Bantu","","tvu","false","false","CM","Dugast-1971 Mous-1997","genus-bantu"
"2322","tno","Tondano","Papunesia",1.25,125,"tond1251","tdn","Austronesian","","Minahasan","","tdn","false","false","ID","Sneddon-1975","genus-minahasan"
"2323","tns","Tanna (Southwest)","Papunesia",-19.5666666667,169.333333333,"sout2869","nwi","Austronesian","Eastern Malayo-Polynesian","Oceanic","","nwi","false","false","VU","Lynch-1982b","genus-oceanic"
"2324","tnt","Tontemboan","Papunesia",1.08333333333,124.5,"tont1239","tnt","Austronesian","","Minahasan","","tnt","false","false","ID","Adriani-and-Adriani-1908","genus-minahasan"
"2325","tny","Tenyer","Africa",10.6666666667,-4.5,"west2466","kza","Niger-Congo","","Senufo","","kza","false","false","BF","Dahl-1985 Prost-1964h","genus-senufo"
"2326","toa","Toaripi","Papunesia",-8.33333333333,146.25,"toar1246","tqo","Eleman","","Eleman","","tqo","false","false","PG","Brown-1968 Brown-1973","genus-eleman"
"2327","tob","Toba","South America",-26.5,-59,"toba1269","tob","Guaicuruan","","Qom","","tob","false","false","AR","Buckwalter-1980 Derbyshire-and-Payne-1990 Klein-1973 Klein-2001 Messineo-2003","genus-qom"
"2328","tod","Tod","Eurasia",32.4166666667,77.25,"stod1241","sbu","Sino-Tibetan","Tibeto-Burman","Bodic","","sbu","false","false","IN","Sharma-1989b","genus-bodic"
"2329","tof","Tofa","Eurasia",53.75,98,"kara1462","kim","Altaic","","Turkic","","kim","false","false","RU","Rassadin-1978 Rassadin-1997","genus-turkic"
"2330","toj","Tojolabal","North America",16.3333333333,-91.5,"tojo1241","toj","Mayan","","Mayan","","toj","false","false","MX","Bybee-et-al-1994 Furbee-Losee-1976 Lenkersdorf-1979a Lenkersdorf-1979b Lenkersdorf-1994","genus-mayan"
"2331","tok","Tarok","Africa",9,10.0833333333,"taro1263","yer","Niger-Congo","Benue-Congo","Benue-Congo Plateau","","yer","false","false","NG","Robinson-1976","genus-benuecongoplateau"
"2332","tol","Tol","North America",14.6666666667,-87,"toll1241","jic","Tol","","Tol","","jic","false","false","HN","Dennis-and-Dennis-1983 Fleming-and-Dennis-1977 Holt-1999a","genus-tol"
"2333","ton","Tonkawa","North America",30.25,-96.75,"tonk1249","tqw","Tonkawa","","Tonkawa","","tqw","false","false","US","Hoijer-1933-1938 Hoijer-1946b Hoijer-1949 Hoijer-1972 Nichols-1992 Troike-1967","genus-tonkawa"
"2334","toq","Toqabaqita","Papunesia",-8.41666666667,160.583333333,"toab1237","mlu","Austronesian","Eastern Malayo-Polynesian","Oceanic","","mlu","false","false","SB","Lichtenberk-1987 Lichtenberk-1991 Lichtenberk-2000 Lichtenberk-2007 Simons-1986","genus-oceanic"
"2335","tor","Toratán","Papunesia",1.08333333333,124.833333333,"rata1244","rth","Austronesian","","Sangiric","","rth","false","false","ID","Himmelmann-and-Wolf-1999 Sneddon-1984","genus-sangiric"
"2336","tos","Totonac (Sierra)","North America",19.9166666667,-97.4166666667,"high1243","tos","Totonacan","","Totonacan","","tos","false","false","MX","Aschmann-1973b","genus-totonacan"
"2337","tot","Totonac (Misantla)","North America",19.9166666667,-96.9166666667,"yecu1235","tlc","Totonacan","","Totonacan","","tlc","false","false","MX","Levy-Podolsky-1990 MacKay-1991 MacKay-1999","genus-totonacan"
"2338","tou","Southern Toussian","Africa",11,-4.66666666667,"sout2797","wib","Niger-Congo","Gur","Tusia","","wib","false","false","BF","Prost-1964g","genus-tusia"
"2339","toy","Tasmanian (Oyster Bay to Pitwater)","Australia",-42.5,147.75,"oyst1235","","Tasmanian","","Tasmanian","","","false","false","AU","Roth-1899","genus-tasmanian"
"2340","toz","Tonga (in Zambia)","Africa",-17,27,"tong1318","toi","Niger-Congo","Benue-Congo","Bantu","","toi","false","false","ZM","Collins-1962","genus-bantu"
"2341","tpa","Totonac (Papantla)","North America",20.3333333333,-97.3333333333,"papa1238","top","Totonacan","","Totonacan","","top","false","false","MX","Aschmann-1946 Aschmann-1973a Levy-Podolsky-1990 Suarez-1983b","genus-totonacan"
"2342","tpc","Tepecano","North America",21.75,-104.75,"tepe1278","tep","Uto-Aztecan","","Tepiman","","tep","false","false","MX","Langacker-1976","genus-tepiman"
"2343","tpi","Tok Pisin","Papunesia",-9.5,147.166666667,"tokp1240","tpi","other","","Creoles and Pidgins","","tpi","false","false","PG","Bybee-et-al-1994 Mihalic-1971 Mosel-1980 Muhlhausler-1981 Muhlhausler-1984 Wurm-and-Muhlhausler-1985","genus-creolesandpidgins"
"2344","tpn","Tepehuan (Northern)","North America",26.3333333333,-107,"nort2959","ntp","Uto-Aztecan","","Tepiman","","ntp","false","false","MX","Bascom-1982","genus-tepiman"
"2345","tpr","Tupuri","Africa",10.1666666667,14.75,"tupu1244","tui","Niger-Congo","Adamawa-Ubangi","Mbumic","","tui","false","false","TD CM","Ruelland-1992 Ruelland-1998","genus-mbumic"
"2346","tps","Tepehuan (Southeastern)","North America",23,-104.5,"sout2976","stp","Uto-Aztecan","","Tepiman","","stp","false","false","MX","Kim-1988 Willett-1979 Willett-1982 Willett-1991","genus-tepiman"
"2347","tpt","Tapieté","South America",-19.75,-61.6666666667,"tapi1253","tpj","Tupian","","Maweti-Guarani","","tpj","false","false","PY","Gonzalez-2005 Schmidt-1936","genus-mawetiguarani"
"2348","trb","Teribe","North America",9.33333333333,-82.6666666667,"teri1250","tfr","Chibchan","","Western Isthmic Chibchan","","tfr","false","false","PA CR","Arroyo-1972 Quesada-2000","genus-westernisthmicchibchan"
"2349","trc","Trique (Chicahuaxtla)","North America",17.1666666667,-97.8333333333,"chic1273","trs","Oto-Manguean","Mixtecan","Trique","","trs","false","false","MX","Good-1978","genus-trique"
"2350","trd","Toraja","Papunesia",-3,119.75,"tora1261","sda","Austronesian","","South Sulawesi","","sda","false","false","ID","Sande-and-Stokhof-1977","genus-southsulawesi"
"2351","trg","Tewa (Rio Grande)","North America",36.25,-106.166666667,"tewa1260","tew","Kiowa-Tanoan","","Kiowa-Tanoan","","tew","false","false","US","Speirs-1966","genus-kiowatanoan"
"2352","tri","Trique (Copala)","North America",17.1666666667,-97.9166666667,"copa1237","trc","Oto-Manguean","Mixtecan","Trique","","trc","false","false","MX","Hollenbach-1992 Hollenbach-and-Hollenbach-1975","genus-trique"
"2353","trm","Tirmaga","Africa",5.75,35.25,"suri1267","suq","Eastern Sudanic","Surmic","South Surmic","","suq","false","false","ET","Bryant-1999","genus-southsurmic"
"2354","trn","Terêna","South America",-20,-56,"tere1279","ter","Arawakan","","Bolivia-Parana","","ter","false","false","BR","Derbyshire-1986 Derbyshire-and-Payne-1990","genus-boliviaparana"
"2355","trr","Tairora","Papunesia",-6.5,146,"nort2920","tbg","Trans-New Guinea","Kainantu-Goroka","Tairora","","tbg","false","false","PG","Vincent-1973a Vincent-1973b Vincent-1973c Vincent-and-Vincent-1962","genus-tairora"
"2356","trt","Ternate","Papunesia",0.833333333333,127.25,"tern1247","tft","North Halmaheran","","North Halmaheran","","tft","false","false","ID","Hayami-Allen-2001 Watuseke-1991","genus-northhalmaheran"
"2357","tru","Trumai","South America",-11.9166666667,-53.5833333333,"trum1247","tpy","Trumai","","Trumai","","tpy","false","true","BR","Aikhenvald-and-Dixon-1999 Guirardello-1992 Guirardello-1999a Guirardello-1999b Monod-Becquelin-1975","genus-trumai"
"2358","trw","Torwali","Eurasia",34.25,72,"torw1241","trw","Indo-European","","Indic","","trw","false","false","PK","Lunsford-2001","genus-indic"
"2359","try","Tiruray","Papunesia",6.75,124.166666667,"tiru1241","tiy","Austronesian","","Bilic","","tiy","false","false","PH","Post-1966 Schlegel-1971","genus-bilic"
"2360","tsa","Tsakhur","Eurasia",41.6666666667,47.1666666667,"tsak1249","tkr","Nakh-Daghestanian","Daghestanian","Lezgic","","tkr","false","false","AZ RU","Ibragimov-1990 Kibrik-1999 Kodzasov-1999a Ljutikova-and-Bonch-Osmolovskaja-1999 Schulze-1997","genus-lezgic"
"2361","tse","Timorese","Papunesia",-9.66666666667,124.5,"uabm1237","aoz","Austronesian","","Central Malayo-Polynesian","","aoz","false","false","ID","Middelkoop-1950","genus-centralmalayopolynesian"
"2362","tsf","Tsafiki","South America",-1,-79.3333333333,"colo1256","cof","Barbacoan","","Barbacoan","","cof","false","false","EC","Dickinson-2002 Huber-and-Reed-1992 Moore-1979","genus-barbacoan"
"2363","tsg","Tausug","Papunesia",6,121,"taus1251","tsg","Austronesian","","Greater Central Philippine","","tsg","false","false","MY PH ID","Ashley-1963 Hardaker-1963 Hassan-et-al-1975 Llamzon-1978 Reid-1971 Rubino-2006","genus-greatercentralphilippine"
"2364","tsh","Tümpisa Shoshone","North America",37,-117,"pana1305","par","Uto-Aztecan","","Northern Uto-Aztecan","","par","false","false","US","Dayley-1989a Dayley-1989b","genus-northernutoaztecan"
"2365","tsi","Tsimshian (Coast)","North America",52.5,-129,"nucl1649","tsi","Tsimshianic","","Tsimshianic","","tsi","false","true","CA US","Boas-1911c Dunn-1970 Dunn-1979 Dunn-1995 Hoard-1978 Mulder-1988 Mulder-1994 Sapir-1949","genus-tsimshianic"
"2366","tsj","Tewa (San Juan Pueblo)","North America",36.0833333333,-106.083333333,"tewa1260","tew","Kiowa-Tanoan","","Kiowa-Tanoan","","tew","false","false","US","Martinez-1983","genus-kiowatanoan"
"2367","tsk","Tamashek","Africa",20,-2,"tama1365","taq","Afro-Asiatic","","Berber","","taq","false","false","ML","Heath-2005","genus-berber"
"2368","tsl","Tanzania Sign Language","Africa",-6,35,"tanz1238","tza","other","","Sign Languages","","tza","false","false","TZ","","genus-signlanguages"
"2369","tsm","Tasmanian","Australia",-42.1666666667,146.5,"","","Tasmanian","","Tasmanian","","","false","false","AU","Crowley-and-Dixon-1981 Schmidt-1952","genus-tasmanian"
"2370","tsn","Tsonga","Africa",-24,32,"tson1249","tso","Niger-Congo","Benue-Congo","Bantu","","tso","false","false","MZ ZA","Baumbach-1987","genus-bantu"
"2371","tso","Tsou","Papunesia",23.5,120.75,"tsou1248","tsu","Austronesian","","Tsou","","tsu","false","false","TW","Szakos-1994 Tung-1964 Wright-and-Ladefoged-1994","genus-tsou"
"2372","tsp","Tamil (Spoken)","Eurasia",11,78,"tami1289","tam","Dravidian","","Dravidian","","tam","false","false","IN","","genus-dravidian"
"2373","tsr","Taushiro","South America",-3.25,-75.5,"taus1253","trr","Taushiro","","Taushiro","","trr","false","false","PE","Wise-1999","genus-taushiro"
"2374","tst","Tsat","Eurasia",18.25,109.5,"tsat1238","huq","Austronesian","","Malayo-Sumbawan","","huq","false","false","CN","","genus-malayosumbawan"
"2375","tsw","Tswana","Africa",-24,26,"tswa1253","tsn","Niger-Congo","Benue-Congo","Bantu","","tsn","false","false","ZA BW","Brown-1985 Cole-and-Mokaila-1962","genus-bantu"
"2376","tsz","Tsez","Eurasia",42.25,45.75,"dido1241","ddo","Nakh-Daghestanian","Daghestanian","Avar-Andic-Tsezic","","ddo","false","false","RU","Alekseev-and-Radzhabov-2004 Bokarev-1959 Comrie-2000 Comrie-and-Polinsky-1999","genus-avarandictsezic"
"2377","ttb","Tatar (Baraba)","Eurasia",55.3333333333,78.3333333333,"tata1255","tat","Altaic","","Turkic","","tat","false","false","RU","Dmitrieva-1997","genus-turkic"
"2378","ttd","Tetun Dili","Papunesia",-8.58333333333,125.583333333,"tetu1246","tet","Austronesian","","Central Malayo-Polynesian","","tet","false","false","TL","Williams-van-Klinken-et-al-2002","genus-centralmalayopolynesian"
"2379","tte","Tutelo","North America",37.6666666667,-78.75,"tute1247","tta","Siouan","","Ohio Valley Siouan","","tta","false","false","US","Oliverio-1996","genus-ohiovalleysiouan"
"2380","ttn","Tetun","Papunesia",-9,126,"tetu1245","tet","Austronesian","","Central Malayo-Polynesian","","tet","false","false","TL","Morris-1984 Taryono-et-al-1993 van-Klinken-1997 van-Klinken-1999","genus-centralmalayopolynesian"
"2381","tts","Tati (Southern)","Eurasia",36,49.6666666667,"take1255","tks","Indo-European","","Iranian","","tks","false","false","IR","Yar-Shater-1969","genus-iranian"
"2382","ttu","Tsova-Tush","Eurasia",42.5,45.5,"bats1242","bbl","Nakh-Daghestanian","","Nakh","","bbl","false","false","GE","Desheriev-1953 Holisky-and-Gagua-1994","genus-nakh"
"2383","tty","Tatuyo","South America",0.416666666667,-70.5,"tatu1247","tav","Tucanoan","","Tucanoan","","tav","false","false","CO","Huber-and-Reed-1992","genus-tucanoan"
"2384","tua","Tuamotuan","Papunesia",-17,-144,"tuam1242","pmt","Austronesian","Eastern Malayo-Polynesian","Oceanic","","pmt","false","false","PF","Kuki-1970 Stimson-1964","genus-oceanic"
"2385","tub","Tubar","North America",27,-108,"tuba1279","tbu","Uto-Aztecan","","Tubar","","tbu","false","false","MX","Lionnet-1978","genus-tubar"
"2386","tuc","Tucano","South America",0.5,-69.1666666667,"tuca1252","tuo","Tucanoan","","Tucanoan","","tuo","false","false","CO BR","Aikhenvald-2007a Bybee-et-al-1994 Derbyshire-and-Payne-1990 Giacone-nd Huber-and-Reed-1992 Sorensen-1969 West-1980","genus-tucanoan"
"2387","tug","Tuareg (Ahaggar)","Africa",23,6,"taha1241","thv","Afro-Asiatic","","Berber","","thv","false","false","LY NE DZ","Bybee-et-al-1994 Hanoteau-1896 Louali-Reynal-et-al-1997 Penchoen-1973b Prasse-1972 Quitout-1997","genus-berber"
"2388","tui","Türk Isaret Dili","Eurasia",39,34,"turk1288","tsm","other","","Sign Languages","","tsm","false","false","TR","","genus-signlanguages"
"2389","tuk","Tukang Besi","Papunesia",-5.5,123.5,"tuka1247","","Austronesian","","Celebic","","bhq khc","true","true","ID","Donohue-1999a Donohue-1999c","genus-celebic"
"2390","tul","Tulu","Eurasia",12.75,75.3333333333,"tulu1258","tcy","Dravidian","","Dravidian","","tcy","false","false","IN","Bhat-1967 Brigel-1982","genus-dravidian"
"2391","tum","Tumleo","Papunesia",-3.08333333333,142.416666667,"tuml1238","tmq","Austronesian","Eastern Malayo-Polynesian","Oceanic","","tmq","false","false","PG","Schultze-1911","genus-oceanic"
"2392","tun","Tunica","North America",32.6666666667,-91,"tuni1252","tun","Tunica","","Tunica","","tun","false","true","US","Haas-1940 Haas-1953 Nichols-1992 Swanton-1919 Swanton-1921","genus-tunica"
"2393","tup","Tupi","South America",-6,-36,"tupi1273","tpn","Tupian","","Maweti-Guarani","","tpn","false","false","BR","Masucci-1979 Platzmann-1874 Stolz-1996","genus-mawetiguarani"
"2394","tur","Turkish","Eurasia",39,35,"nucl1301","tur","Altaic","","Turkic","","tur","true","true","TR","Aksu-Koc-and-Slobin-1986 Comrie-1998 Dahl-1985 Darwin-1872 Erguvanli-1984 Godel-1945 Haspelmath-1997 Kononov-1941 Kononov-1956 Kornfilt-1997 Kornrumpf-1960 Lees-1961 Lewis-1967 Malherbe-and-Rosenberg-1996 Nemeth-1962 Sezer-1983 Swift-1963 Thomas-1967 Underhill-1976 Zimmer-and-Orgun-1999 van-Schaaik-1994","genus-turkic"
"2395","tus","Tuscarora","North America",36,-77.5,"tusc1257","tus","Iroquoian","","Northern Iroquoian","","tus","false","false","US","Mithun-1986 Mithun-1987 Rudes-1987 Williams-1976","genus-northerniroquoian"
"2396","tut","Tutchone (Northern)","North America",63,-137,"nort2941","ttm","Na-Dene","","Athapaskan","","ttm","false","false","CA","Ritter-et-al-1977","genus-athapaskan"
"2397","tuv","Tuvan","Eurasia",52,95,"tuvi1240","tyv","Altaic","","Turkic","","tyv","false","false","RU MN","Anderson-and-Harrison-1999 Harrison-2000 Isxakov-and-Palmbax-1961 Krueger-1977 Kuular-2007 Mongus-1980 Nichols-1992 Sat-1966 Seglenmej-1979 Song-1982 Ubrjatova-and-Litvin-1984","genus-turkic"
"2398","tuy","Tuyuca","South America",0.5,-70.0833333333,"tuyu1244","tue","Tucanoan","","Tucanoan","","tue","false","false","CO BR","Barnes-1984 Barnes-1990 Barnes-1994 Huber-and-Reed-1992","genus-tucanoan"
"2399","tvl","Tuvaluan","Papunesia",-8.5,179.166666667,"tuva1244","tvl","Austronesian","Eastern Malayo-Polynesian","Oceanic","","tvl","false","false","TV","Besnier-2000","genus-oceanic"
"2400","tvo","Tatar","Eurasia",56,49.5,"tata1255","tat","Altaic","","Turkic","","tat","false","false","RU","Berta-1998 Comrie-1997a Dmitriev-1955 Poppe-1963 Poppe-1968 Shakhmayev-1994 Zakiev-1966 Zakiev-1997","genus-turkic"
"2401","tvt","Tutsa","Eurasia",27.5,96.5,"tuts1235","tvt","Sino-Tibetan","Tibeto-Burman","Brahmaputran","","tvt","false","false","IN","Rekhung-1992","genus-brahmaputran"
"2402","twa","Twana","North America",47.6666666667,-122.75,"twan1247","twa","Salishan","","Central Salish","","twa","false","false","US","","genus-centralsalish"
