"","glottocode","GB020c","GB021c","GB022c","GB023c","GB024e","GB025e","GB026","GB027","GB028","GB030","GB031","GB035","GB036","GB037","GB039c","GB041c","GB046","GB047","GB048","GB049","GB051c","GB052c","GB053c","GB054c","GB058","GB059","GB065e","GB068","GB069","GB074c","GB075c","GB081","GB082c","GB083c","GB084c","GB095","GB096","GB098","GB099","GB103","GB104","GB105","GB107","GB108","GB109","GB110c","GB111","GB113","GB116","GB117","GB118","GB122","GB123","GB124","GB126","GB127","GB129","GB130e","GB131","GB132","GB133","GB134","GB135","GB136","GB137","GB138","GB139","GB140","GB146","GB147c","GB149","GB150","GB151","GB152","GB155","GB156","GB158","GB159","GB167","GB177","GB192c","GB193e","GB196","GB197","GB198c","GB203e","GB204","GB250","GB251m","GB252c","GB253c","GB254c","GB256","GB257","GB260","GB262c","GB263c","GB264c","GB265","GB266","GB270","GB273","GB275c","GB276c","GB296","GB297","GB298","GB299","GB300","GB301","GB302c","GB304c","GB309c","GB313","GB321c","GB323c","GB324","GB325","GB326","GB327","GB328","GB331","GB333","GB334","GB335","GB336","GB401","GB402","GB403","GB408","GB409","GB410","GB415","GB430c","GB431c","GB432c","GB433c","GB480m","GB500drm","GB501drm","GB510m","GB522","GB549drmc","GB550m","GB551m","GB552m","GB553drmc","GB555m","GB556m","GB557drm","GB558drm","GB559drm","GB560drmc","GB561drmc","GB563m","GB567drm","GB568drm","GB569drmc","GB590m","GB591m","GB595m","GB606m","GB620drmc","GB621drmc","GB622drmc","GB623drmc","GB624drmc","GB625m","GB701drm","GB702drm","GB703drmc","GB704drm","GB777drm","GB800m","GB850drm","GB851drm","GB852drm","GB853drm","GB887drmc","GB888drmc","GB945m","GB949m","GB950m","GB951drmc","GB952drmc","GB953drmc","GB954drmc","GB955drmc","GB990drmc","GB991drmc"
"2280","nort2952",NA,NA,NA,NA,"?","1","0","0","1","0","1","1","0","0",NA,NA,"0","0","1","1",NA,NA,NA,NA,"0","?","1","1","0","0","1","1","1","1","1","0","0","0","0","0","0","1","1","1","0","0","0","1","1","1","0","1","0","0","0","0","0","1","0","0","1","?","?","0","0","0","?","?","0",NA,"0","0","0","?","1","0","1","1","0","0",NA,"1","0","0",NA,"2","1","?","?","?","?","?","?","0","0",NA,NA,NA,"?","?","?","?","?","?","0","0","0","0","?","0",NA,NA,"1","0",NA,"1","0","?","0","1","?","?","?","?","0","0","?","?","?","1","0","0","0","0","?","1","?","1","1","0","?","?","1","0","0","?","1","0","0","1","1","1",NA,NA,"1","0","0",NA,"1","?","1","?","1","1","0","0","1","1","1","0",NA,"1","1","?","1","1","1","0","1","1","0","1","0",NA,NA,NA,NA,NA,NA,NA
"2282","nucl1593",NA,NA,NA,NA,"2",NA,"0","1","0","0","0","0","0","0",NA,NA,"0","?","?","?",NA,NA,NA,NA,"0","0","1","0","0","0","1","0",NA,NA,NA,"0","0","1","0","0","0","1","1","1","1",NA,"0","0","?","0","1","1","1","?","1","0","0","1","0","0","1","?","?","1","1","0","1","0","1","?","0","1","0","1","?","?","1","1","0","0",NA,NA,"0","0",NA,"2","0","0","0",NA,NA,NA,"0","0","0","0","1","?","0","0","0","0",NA,NA,"0","0","0","1","1","?","?","?",NA,"1",NA,"?","0","0","1","0","1","?","0","0","0","0","?","0","0","1","0","1","0","0",NA,"1",NA,"1","0","0","0","0","1","0","0","0","1","?","?","0","0","0",NA,NA,"1","0","0",NA,"1","0","?","?","1","1","1","0","1","1","0","0",NA,"0","0","0","0","0","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"2283","nucl1632",NA,NA,NA,NA,"2","1","0","?","1","0","1","1","0","0",NA,NA,"?","?","1","0",NA,NA,NA,NA,"0","0","1","0","0","0","1","0","0","1","1","1","0","0","?","?","?","?","1","1","0","0","0","?","?","?","?","1","?","1","?","?","0","1","0","0","1","?","?","?","1","0","1","1","?",NA,"0","?","?","?","0","?","0","0","0","0",NA,"2","0","0",NA,"2","?","0","0",NA,NA,NA,"1","?","?","?","?","?","0","0","1","0",NA,NA,"0","?","0","1","0","?",NA,NA,"0","1",NA,"?","?","?","?","?","?","?","0","0","0","0","?","0","0","1","0","1","0",NA,NA,NA,NA,"0","0","0","?","?",NA,"0","0","0",NA,"0","0","1","1","1",NA,NA,"1","0","0",NA,"0","0","?","?","1","1","1","0","1","1","?","?",NA,"?","1","0","1","1","1","1",NA,NA,"0","?","?",NA,NA,NA,NA,NA,NA,NA
"2284","nucl1633",NA,NA,NA,NA,"2","1","0","1","1","0","0","0","0","0",NA,NA,"0","?","?","?",NA,NA,NA,NA,"0","0","1","0","0","0","1","0","1","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0","0","1","0","1","?","0","1","0","0","1","1","1","1","0","1","?","1","0","?","0","1","0","0","0","?","1","1","0","0",NA,"2","0","0",NA,"2","0","0","0",NA,NA,NA,"0","?","?",NA,NA,NA,"?","?","?","?","?","?","?","?","0","1","0","?","?","?","1","1",NA,NA,"0","0","?","0","1","0","0","0","0","0","0","1","1","0","1","1","0","0",NA,"1",NA,"1","1","0","?","0","1","0","0","0","0","?","?","1","1","1",NA,NA,"1","0","0",NA,"1","0","0","0","1","1","1","0","1","1","0","0",NA,"0","1","?","1","0","1","0","1","1","0","?","0",NA,NA,NA,NA,NA,NA,NA
"2287","nyul1247","1","0","1","0","1","1","0","1","1","0","0","0","0","0",NA,NA,"0","?","?","?",NA,NA,NA,NA,"0","1",NA,"0","0","0","1","0","1","1","1","?","?","?","?","1","?","1","0","1","0","0","1","?","0","?","?","1","1","?","?","0","0",NA,"1","1","0","0","0","0","0","1","1","1","0","?","0","?","?","?","0","0","1","0","0","?",NA,"1","0","0",NA,"1","0","1","?","?","?","?","?","0","0","1","0","0","0","0","1","0",NA,NA,"?","0","0","1","1","?","?","?","0","0",NA,NA,"0","0","0","?","?","?","0","0","0","0","1","0","0","0","1","?","0","1","1","0","0","1","0","0","?","?","1","1","0","0","1","?","?","1","1","1",NA,NA,"1","0","0","0","1","1","0","?","1","1","1","1","1","1","?","?",NA,"?","1","0","1","1","1","0","1","1","0","0","1",NA,NA,NA,NA,NA,NA,NA
"2288","ogam1239",NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","0",NA,NA,"1","0","1","0",NA,NA,NA,NA,"0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","1","0","?","0","1","0","0","1","0","0","1","1","1","0","1","0","1","0","?","1","0","1","0","1","1","0","0","0","1","0",NA,"1","0","0",NA,"1","1","0","1","1","0","0","0","1","0","0","1","0","0","0","0","1",NA,NA,"1","0","0","0","0","0","0","1","0","0",NA,"1","0","0","1","0","1","0","1","0","0","0","?","0","1","1","0","0","0","0",NA,"1",NA,"1","1","1","1","1","1","0","0","1","1","1","0","1","1","1",NA,NA,"1","0","0",NA,"1","0","1","0",NA,NA,NA,NA,NA,"0","1","0",NA,"1","1","0","1","?","?","1","1","1","0","1","1",NA,NA,NA,NA,NA,NA,NA
"2289","oksa1245","1","1","0","1","1","2","0","0","1","0","1","0","1","0",NA,NA,"0","1","?","?",NA,NA,NA,NA,"0","1","1","0","0","0","1","0","1","1","1","0","0","0","0","1","0","1","1","0","0","1","1","1","0","0","0","0","1","0","1","?","0","1","0","0","1","1","1","0","0","1","1","0","1",NA,"0","1","0","1","1","0","0","0","0","0",NA,NA,"0","0",NA,NA,"?","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,"?","?","?","?","?","?","1","0","0","0","0","1",NA,NA,"1","1",NA,"1","0","?","1","0","1","0","0","0","0","1","0","0","0","1","0","1","0",NA,NA,NA,NA,"1","0","0","1","1","1","1","0","0","1","0","0","1","1","1",NA,NA,"1","0","0","0","0","0","1","0","1","1","1","1","1","1","0","0",NA,"0","1","?","1","1","1","1","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA
"2290","onaa1245",NA,NA,NA,NA,"1","1","0","0","1","1","0","1","0","0",NA,NA,"0","?","1","?","1","0","1","0","0","0","1","1","1","0","1","0",NA,NA,NA,"?","?","?","0","0","0","?","0","?","0","0","0","1","0","1","?","0","0","?","1","0","?",NA,"0","1","0","?","1","1","0","0","?","1","?",NA,"0","?","0","?","1","0","?","?","0","1","0",NA,"0","0","0","1","0","0","1","0","0","1","0","?","0","1","0","0","?","?","?","?","?","?","?","0","1","0","0","?",NA,NA,"1","0","1","1","0","0","0","?","1","?","0","0","0","0","1","?","?","?","?","1","0",NA,"1",NA,"0","1","1","1","?","?","?","0","1","1","1","0","0","1","1","1","1",NA,"1","0","1",NA,"0","1","1","?","1","0","1","1","1","1","1","1","0","1","1","?","1","1","1","1","1","?","0","1","1",NA,NA,NA,NA,NA,NA,NA
"2291","oroc1248","0","0","1","0","1","1","?","0","1","0","0","0","0","0",NA,NA,"1","1","1","1",NA,NA,NA,NA,"0","1",NA,"0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","1","1","0","0","1","1","0","1","?","?","?","0","?","?","0","1","0","0","1","?","?","?","1","1","1","?","1","1","0","1","?","1","1","0","0","0","0","0",NA,"1","0","0",NA,"?","?","?","1","?","?","1","?","?","?","0","1","0","0","1","0","0",NA,NA,"1","0","1","0","?","?","0","1","0","0",NA,NA,"?","0","?","?","1","?","1","0","0","0","?","?","?","1","0","0","0",NA,"0",NA,"1","1","1","0","?","1","1","1","0","?","1","1","0","1","1","1",NA,NA,"1","0","0","0","0","1","0","?","1","1","0","0","1","1","1","0",NA,"1","1","0","1","1","1","1","1","1","0","0","1",NA,NA,NA,NA,NA,NA,NA
"2292","orok1265",NA,NA,NA,NA,"1","1","?","1","0","0","0","0","0","0",NA,NA,"?","?","?","?",NA,NA,NA,NA,"0","1",NA,"0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","?","0","0","1","1","0","1","?","?","?","0","1","0","0","1","0","0","1","1","1","?","0","?","0","0","?","1","0","1","?","1","1","0","?","?","0","0",NA,"1","0","0",NA,"?","?","0","1","1","1","1","?","0","0","0","1","0","0","0","0","1",NA,NA,"?","0","1","0","?","?","0","1","?","0",NA,"?","1","0","1","0","1","0","1","0","0","0","?","?","?","1","0","0","0","0","0","1","1","1","?","?","0","?","1","0","0","0","1","1","0","1","1","?",NA,NA,"1","0","0",NA,"1","1","?","?","1","1","0","0","1","1","?","?",NA,"?","1","0","1","?","?","1","1","1","0","0","1",NA,NA,NA,NA,NA,NA,NA
"2294","paco1243",NA,NA,NA,NA,"1","2","0","1","0","0","1","1","1","0",NA,NA,"0","0","0","0",NA,NA,NA,NA,"0","0","2","1","1","1","0","0",NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","?","0","1","0","1","0","1","1","0","0","0","1","?","?",NA,"0","0","0","0","1","0","1","1","0","0",NA,"2","0","0",NA,"1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","1",NA,NA,"0","0","0","1","0","?",NA,NA,NA,"0",NA,NA,"0","0","0","1","0","0","1","0","0","0","?","0","0","0","0","1","0",NA,NA,NA,NA,"1","0","1","0","1","1","0","0","1","0","0","0","0","1","1",NA,NA,"1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,"0","0","0",NA,"0","0","0","?","1","1","?","1","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"2297","pawa1255",NA,NA,NA,NA,"2","1","0","1","0","0","0","0","?","?",NA,NA,"?","?","?","?",NA,NA,NA,NA,"0","0","1","?","?","0","1","?",NA,NA,NA,"?","?","1","0","?","?","?","1","0","?","?","?","?","0","1","?","?","?","?","?","?","?","1","0","0","1","?","?","?","1","0","?","?","?","?","0","?","0","0","?","?","?","?","?","?",NA,NA,"0","0",NA,"?","?","?","?","?","?","?","?","0","0",NA,NA,NA,"?","?","?","?","?","?","?","?","0","1","?","0","?","?",NA,"1",NA,"?","0","?","1","?","?","?","0","0","0","0","?","?","?","0","0","1","0",NA,NA,NA,NA,"0","?","?","?","1",NA,"0","0","0",NA,"?","?","0","1","1",NA,NA,"1","0","0",NA,"0","0","?","?","1","1","0","0","1","1","?","?",NA,"?","1","?","?","?","?","?",NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA
"2299","puel1244",NA,NA,NA,NA,"1","1","0","?","0","0","1","1","?","?",NA,NA,"0","?","1","?",NA,NA,NA,NA,"0","0",NA,"0","0","?","?","0","1","1","1","0","0","?","0","0","0","1","1","?","0","0","?","1","0","0","0","?","?","0","0","?","0","2","1","1","0","?","?","0","0","1","0","0","?","1","?","?","?","?","1","?","0","0","?","?",NA,NA,"0","0",NA,"1","0","?","?","?","?","?","?","?","?","?","?","?","0","1","1","0","1","1","?","0","0","0","?","?","0","?","?","0",NA,"?","0","?","?","?","?","?","1","0","0","0","?","?","?","0","0","1","0","0","0","1","1","1","1","?","?","1","1","0","0","0","1","1","?","1","?","1",NA,NA,"?","0","0",NA,"1","1","?","?","1","1","1","1","1","1","?","?",NA,"?","1","1","?","?","?","?","1","0","0","?","?",NA,NA,NA,NA,NA,NA,NA
"2300","quio1240",NA,NA,NA,NA,"1","1","0","0","1","0","0","0","0","0",NA,NA,"0","?","?","?","0","0","1","0","0","1","2","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","?","1","1","?","0","1","?","0","1","1","0","0","1","1","0","0","1","0","?","0",NA,"0","0","0","0","1","0","0","0","0","0","0","2","0","0","1","1","0","1","0",NA,NA,NA,"0","0","0","1","0","0","0","0","0","1","1","0","?","0","0","1","0","0",NA,NA,"1","1","0",NA,"0","1","0","1","0","0","1","0","0","0","?","0","0","0","0","1","0",NA,"0",NA,"1","0","0","0","?","1",NA,"0","1","0",NA,"0","0","1","1","1","1",NA,"1","1","1",NA,"0","1","0","0","1","1","0","0","1","1","?","?","0","?","1","1","1","0","0","1",NA,NA,"0","0","1",NA,NA,NA,NA,NA,NA,NA
"2301","rama1270","1","0","1","1","2","2","0","0","?","0","?","0","0","0",NA,NA,"?","?","?","?","0","1","0","0","0","1","1","0","0","0","1","0","1","1","1","0","0","0","0","?","1","1","1","1","0","?","?","?","0","?","1","1","1","0","1","?","0","1","0","0","1","1","0","1","0","1","1","0","1",NA,"0","0","0","0","0","1","0","0","?","0","0","2","0","0",NA,"2","1","1","1","0","0","1","0","?","?","?","?","?","0","1","0","1",NA,NA,"?","?","0","1","?","0",NA,NA,"?","0","0",NA,"?","0","0","1","1","1","0","1","?","0","?","?","?","?","?","?","?","?","?","?","?","1","1","?","?","?","1","1","1","0","1","0","0","1","1","1","0",NA,"1","0","0","0","?","?","0","?","1","1","?","1","0","1","?","?","0","?","1","0","1","0","0","1","1","1","0","?","?",NA,NA,NA,NA,NA,NA,NA
"2302","rian1263",NA,NA,NA,NA,"2","1","0","?","0","0","0","0","0","0",NA,NA,"?","?","?","?","0","1","0","0","0","0","1","?","0","0","1","?","?","?","?","?","1","?","?","?","?","?","0","?","?","?","1","?","?","1","?","?","?","?","?","?","0","1","0","0","1","?","?","1","1","0","1","?","?","?","?","?","?","?","?","?","1","1","?","?","0","2","0","0",NA,"1","?","?","1","?","?","1","?","0","0","0","0","1","?","?","?","?","?","?","?","0","0","1","?","?","?","?","1","1","0","?","0","?","1","?","?","?","0","0","0","0","?","?","?","?","?","?","0","1",NA,"0",NA,"1","1","1","?","?","1","0","1","0","0","?","?","1","1","1","0",NA,"1","0","0",NA,"1","0","?","?","1","1","0","1","0","1","?","?","0","?","?","?","?","?","?","?","0","1","0","0","1",NA,NA,NA,NA,NA,NA,NA
"2306","saba1268",NA,NA,NA,NA,"?","2","0","0","0","0","0","?","?","?",NA,NA,"0","1","1","0",NA,NA,NA,NA,"0","0","1","1","1","0","1","0","1","1","1","0","0","1","0","0","0","1","1","0","0","0","0","?","0","0","1","0","0","0","0","?","0","1","0","0","1","1","?","0","1","0","0","?","1","?","0","0","0","0","?","?","1","?","0","0",NA,"2","0","0",NA,"?","?","0","1","0","0","1","0","0","0",NA,NA,NA,"0","0","1","0",NA,NA,"?","0","0","0","0","0","?","?","0","0",NA,"1","0","0","0","1","?","0","0","0","0","0","0","0","?","1","1","0","0",NA,"1",NA,"0","1","0","0","?","0","0","0","0","0","1","?","?","1","1","1",NA,NA,"1","0","0",NA,"0","1","1","0","1","1","1","1","0","1","1","1",NA,"1","1","0","1","?","1","?","1","1","0","1","0",NA,NA,NA,NA,NA,NA,NA
"2309","sant1451",NA,NA,NA,NA,"1","2","0","1","1","0","0","?","?","?",NA,NA,"0","?","?","?",NA,NA,NA,NA,"0","1","2","1","0","1","0","0","?","?","?","0","0","0","?","0","0","0","1","0","?","?","0","1","0","?","0","0","0","0","?","0","0","2","1","0","0","1","1","0","0","0","0","0","?",NA,"0","0","?","?","1","0","0","0","0","1",NA,"2","0","0",NA,"1","0","?","?","?","?","?","?","0","0","1","0","0","?","?","?","?","?","?","?","0","0","0","?","1",NA,NA,"?","0",NA,NA,"0","0","0","1","0","0","?","?","?","?","0","?","?","0","0","1","0",NA,"1",NA,"0","0","0","0","0","0",NA,"0","0","?",NA,"0","0","?","1","1",NA,NA,"1","0","0",NA,"0","1","0","0","1","1","1","0","1","1","0","0",NA,"0","1","?","0","0","0","0",NA,NA,"0","0","1",NA,NA,NA,NA,NA,NA,NA
"2310","sauk1252","?","?","?","?","2","2","0","1","1","0","1","0","1","0",NA,NA,"1","0","0","0","?","?","?","?","0","1","1","0","0","0","1","0","1","1","1","0","0","0","1","0","0","?","0","0","0","0","1","1","0","1","1","1","1","0","0","0","0","1","0","0","1","1","1","1","0","1","1","1","0",NA,"0","?","1","0","1","0","1","1","0","0","?","2","0","0","?","2","?","0","0",NA,NA,NA,"0","0","0","0","0","1","?","?","1","?","?","?","0","0","0","1","1","1",NA,NA,"1","0","?",NA,"0","0","1","1","0","0","?","?","?","?","1","1","0","0","0","1","0","0",NA,"1",NA,"1","1","0","1","0","0","?","?","0","1","0","0","1","1","1","?",NA,"1","?","0","?","1","0","0","0","1","1","1","1","1","1","0","0","?","0","1","?","0","0","0","0","1","1","0","0","1",NA,NA,NA,NA,NA,NA,NA
"2311","sema1265",NA,NA,NA,NA,"1","2","0","0","1","0","0","0","0","0",NA,NA,"?","1","0","0",NA,NA,NA,NA,"0","0","2","1","1","1","0","1",NA,NA,NA,"0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0",NA,"1","1","0","1","1","0","0","0","1","0","0",NA,"0","0","0","0","1","0","1","1","0","0",NA,"2","1","0",NA,"1","1","?","?","?","?","?","?","0","0","0","1","0","0","0","0","0","1","0","1","0","0","1","0","?",NA,NA,"0","0",NA,NA,"0","0","1","1","0","0","1","0","0","0","?","0","0","0","1","1","1",NA,NA,NA,NA,"0","1","1","0","1",NA,"0","0","0",NA,"0","0","1","1","1",NA,NA,"1","0","0",NA,"0","0","0","0","1","1","0","1","0","1","?","?",NA,"?","1","1","?","?","?","?",NA,NA,"0","0","1",NA,NA,NA,NA,NA,NA,NA
"2312","seme1247",NA,NA,NA,NA,"1","2","0","0","1","0","0","0","0","0",NA,NA,"0","1","0","0",NA,NA,NA,NA,"0","0","2","1","1","1","0","1",NA,NA,NA,"1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0",NA,"1","1","0","1","1","0","0","1","1","1","0","1","0","0","0","0","1","0","1","1","0","0",NA,"2","0","0",NA,"2","1","0","0",NA,NA,NA,"0","1","0","1","1","1","0","1","0","0","1","0","1","0","0","1","0","0","0","0",NA,"0",NA,NA,"0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","1",NA,"0",NA,"1","1","1","0","0","1","1","0","0","1","1","1","0","0","1","1",NA,NA,"1","0","0",NA,"0","1","0","0","0","1","1","1","1","1","0","0",NA,"0","1","1","1","1","1","1","1","1","0","0","1",NA,NA,NA,NA,NA,NA,NA
"2313","sene1264",NA,NA,NA,NA,"1","1","0","?","1","1","1","0","0","0",NA,NA,"0","0","0","0","1","0","1","0","0","1","?","1","1",NA,NA,"0","0","1","0","1","1","0","0","1","1","?","1","1","0","0","0","1","0","0","0","0","0","1","?","?","0",NA,"1","1","1","1","1","0","0","1","1","1","0","1","0","0","0","?","1","0","0","0","0","0","0",NA,"0","0",NA,"?","0","1","0",NA,NA,NA,"0","1","0",NA,NA,NA,"?","?","?","?","?","?","?","0","0","0","?","?","0","?","0","0","0",NA,"0","0","0","1","0","?","1","?","0","0","0","0","?","0","0","1","0","?","1","?","0","1","0","1","0","1","0","0","1","0","1","1","0","1","1","1","0",NA,"0","0","0",NA,"?","1","0","0","1","1","1","1","0","1","1","1","0","1","1","?","1","1","1","0","1","0","0","0","0",NA,NA,NA,NA,NA,NA,NA
"2314","shas1239",NA,NA,NA,NA,"?","?","0","1","0","0","0","1","0","0",NA,NA,"0","?","?","?",NA,NA,NA,NA,"0","0","?","0","0","0","1","0","1","1","0","0","0","1","0","1","0","0","?","1","0","0","0","0","0","0","0","?","0","0","0","0","0","1","1","1","0","1","?","?","?","?","?","0","0","1","0","0","0","0","1","0","1","1","0","0",NA,"?","0","0",NA,"2","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","0","?","0","1","0","0","0","1","1","0",NA,"1","0","1","0","?","?","?","?","0","1","0","0","0","0","0","0","1","0","0",NA,"1",NA,"1","1","?","0","?","0","0","0","0","1","1","?","1","1","1",NA,NA,"1","0","0",NA,"1","0","1","?","1","1","1","?","1","1","1","?",NA,"1","1","?","1","1","1","0","1","0","0","?","?",NA,NA,NA,NA,NA,NA,NA
"2315","shua1257","?","?","?","?","1","2","0","1","0","0","0","1","0","0",NA,NA,"0","?","1","1",NA,NA,NA,NA,"0","1",NA,"0","0","0","1","0","0","1","1","0","0","1","0","1","?","1","1","1","?","?","?","1","0","1","?","?","?","?","1","?","0","1","0","0","1","1","1","1","0","0","1","0","?","?","1","?","1","1","0","0","1","?","0","0",NA,"2","0","0",NA,"1","?","?","?","?","?","?","?","?","0",NA,NA,NA,"?","?","?","?","?","?","1","0","0","0","?","0","?","?","1","0",NA,NA,"0","?","?","1","0","?","?","?","0","0","?","?","?","1","0","1","0",NA,"0",NA,"1","1","1","?","0","1","1","?","0","0","1","?","?","1","1","1",NA,NA,"1","0","0","?","0","1","0","?","1","1","1","0","1","1","1","0",NA,"1","1","?","1","1","1","0","1","1","0","1","0",NA,NA,NA,NA,NA,NA,NA
"2319","sout2856","1","0","1","0","2","2","0","1","1","0","1","0","0","0","0","0","1","1","1","1","0","0","1","0","0","1","2","0","1","1","0","0",NA,NA,NA,"1","0","1","0","0","0","?","0","0","1","0","0","1","0","1","0","1","0","0","1","0","0","1","0","0","1","1","?","?","1","1","0","1","0",NA,"0","1","0","0","0","0","1","1","0","0","0","2","0","0",NA,"2","1","1","1","1","0","0","1","1","0","0","1","0","0","0","0","0",NA,NA,"0","0","0","1","1","1",NA,NA,NA,"0","0","0","1","0","1","1","0","0","0","1","1","0","0","0","0","?","?","?","0",NA,"0",NA,"1","1","1","1","0","?","1","1","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","1","1","1","1","0","1","1","0","1","0","0","0","1","1","1","0","1","1","1","0","1","1","1","1","0","1","0","1"
"2322","sout2956","1","0","0","1","2","1","0","1","0","0","0","1","0","1",NA,NA,"0","1","1","1",NA,NA,NA,NA,"0","1","1","1","1","0","1","1","1","1","1","0","1","0","0","0","0","0","1","1","1","?","0","1","1","1","0","1","0","1","0","?","0","1","0","0","1","1","1","0","1","1","0","1","1",NA,"0","0","0","1","1","1","0","0","0","0",NA,"2","0","0",NA,"2","0","1","1","1","0","1","0","0","0",NA,NA,NA,"0","1","0","0",NA,NA,"0","0","0","1","?","0",NA,NA,"0","1",NA,"1","1","0","0","0","1","0","1","0","0","0","0","0","?","1","0","1","0","0","0","1","1","1","1","0","1","1","1","1","0","1","1","0","0","1","1","1",NA,NA,"1","0","0","0","1","1","1","1",NA,NA,NA,NA,NA,"0","0","0",NA,"0","1","0","1","1","0","1","1","1","0","0","0",NA,NA,NA,NA,NA,NA,NA
"2323","sout2959",NA,NA,NA,NA,NA,"1","0","0","0","1","0","0","0","0",NA,NA,"0","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0",NA,NA,NA,"0","0","0","1","1","0","1","1","1","0","1","1","1","1","1","0","0","0","1","1","?","0","1","0","0","1","1","1","1","1","0","1","0","1","1","0","0","0","1","1","0","0","0","0","1","0",NA,"0","0",NA,"2","1","0","1","1","0","0","0","1","0","1","0","1","0","0","0","1",NA,NA,"0","0","0","1","1","0","0","0","1","0","1","1","1","0","1","1","0","0","1","1","0","0","0","0","0","0","0","1","0",NA,"1",NA,"1","1","0","1","0","0","1","0","1","1","0","1","0","1","1","1","0",NA,"1","0","0",NA,"0","1","1","1","1","1","1","1","0","1","1","1","0","1","1","0","1","1","1","0","0","1","0","0","1",NA,NA,NA,NA,NA,NA,NA
"2325","sumi1235","1","0","0","1","2","2","0","1","0","1","1","1","0","0",NA,NA,"1","1","1","0",NA,NA,NA,NA,"0","0","1","1","?","0","1","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","1","0","1","0","0","1","0","0","1","1","1","?","1","0","1","0","1",NA,"0","1","0","1","1","0","?","?","0","0",NA,NA,"0","0",NA,"2","0","1","0",NA,NA,NA,"0","0","0","0","1","0","0","0","0","1",NA,NA,"0","0","0","1","?","0",NA,NA,"0","0",NA,NA,"0","0","?","1","1","0","1","0","0","0","?","?","?","1","1","1","0","0","1","1","0","1","1","1","0","1","1","1","0","0","1","0","0","1","1","1",NA,NA,"1","0","0","0","1","1","0","0","0","0","1","1","0","1","0","0",NA,"0","1","0","?","1","0","1","1","1","0","0","1",NA,NA,NA,NA,NA,NA,NA
"2326","taba1263","1","0","1","0","2","2","0","?","1","1","0","0","0","0",NA,NA,"0","1","0","1","1","0","0","0","0","1","1","1","1","0","1","0","0","1","0","0","0","1","0","1","0","?","1","1","0","0","0","0","0","0","?","0","0","1","1","0","0","1","0","0","1","1","1","1","1","0","0","1","0",NA,"0","0","0","0","0","0","1","1","0","0","0","2","0","0","1","?","?","0","0",NA,NA,NA,"0","?","?","?","?","?","?","?","?","?",NA,NA,"0","?","0","0","0","0",NA,NA,"0","0","0",NA,"0","0","1","1","0","0","1","0","0","0","?","0","0","0","1","1","0",NA,"1",NA,"0","0","0","0","0","1",NA,"1","1","1",NA,"0","0","1","0","0","1",NA,"1","0","0","0","0","1","0","0","1","1","1","1","0","1","0","0","0","0","1","0","1","1","1","0",NA,NA,"0","?","?",NA,NA,NA,NA,NA,NA,NA
"2327","taus1253","0","0","1","0",NA,"?","?","1","0","0","0","?","?","?",NA,NA,"0","?","?","0",NA,NA,NA,NA,"0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","?","0","1","0","?","?","?","?","0","1","?","0","2","1","0","0","1","1","1","0","0","1","?","?","1","0","0","0","?","1","0","0","0","0","0",NA,"1","0","0",NA,"2","?","?","1","?","1","0","0","0","0",NA,NA,NA,"?","?","?","?","?","?","?","0","0","0","?","0","0","1","?","0",NA,NA,"0","?","0","1","0","1","?","?","?","0","?","?","?","0","0","1","0","0","1","1","0","1","1","1","?","1","1","1","0","0","1","1","0","1","1","1",NA,NA,"1","0","0","0","1","1","0","?","1","1","1","1","0","1","1","1",NA,"1","1","?","1","?","0","1","1","0","0","1","0",NA,NA,NA,NA,NA,NA,NA
